Age, Yrs AD;YOK-I d13C (permil VPDB)
1318.80;-10.04
1318.05;-10.18
1317.30;-10.02
1316.55;-9.94
1315.80;-10.08
1315.05;-9.86
1314.30;-10
1313.55;-9.62
1312.79;-9.48
1312.04;-9.2
1311.29;-8.96
1310.53;-8.95
1309.78;-8.85
1309.03;-8.9
1308.27;-9.15
1307.52;-9.9
1306.76;-10.01
1306.01;-10.05
1305.26;-9.66
1304.50;-9.91
1303.75;-9.78
1303.00;-9.99
1302.24;-10.11
1301.49;-10.2
1300.74;-9.84
1299.98;-9.66
1299.23;-9.57
1298.48;-10.03
1297.73;-9.66
1296.98;-8.92
1296.23;-9.08
1295.47;-8.71
1294.71;-8.9
1293.93;-8.91
1293.15;-9.51
1292.36;-8.77
1291.55;-8.72
1290.75;-8.84
1289.93;-8.62
1289.10;-9.12
1288.27;-8.93
1287.43;-8.72
1286.58;-8.64
1285.72;-8.57
1284.85;-8.53
1283.98;-8.79
1283.10;-8.51
1282.22;-9.18
1281.32;-8.87
1280.42;-8.88
1279.52;-8.67
1278.61;-8.62
1277.69;-8.34
1276.76;-8.34
1275.83;-8.55
1274.90;-8.51
1273.96;-8.4
1273.01;-8.27
1272.06;-8.56
1271.10;-8.57
1270.14;-8.86
1269.18;-8.78
1268.21;-9.06
1267.23;-9.35
1266.26;-9.15
1265.27;-8.95
1264.29;-8.66
1263.30;-8.47
1262.30;-8.54
1261.31;-9.04
1260.31;-9.14
1259.31;-9.34
1258.30;-9.46
1257.29;-9.48
1256.28;-9.31
1255.27;-8.99
1254.26;-8.51
1253.24;-8.54
1252.22;-8.41
1251.20;-7.92
1250.18;-8.11
1249.16;-8.54
1248.14;-9.02
1247.11;-9.32
1246.09;-9.47
1245.06;-9.53
1244.03;-9.77
1243.01;-9.63
1241.98;-9.46
1240.95;-9.13
1239.93;-9.42
1238.90;-9.48
1237.88;-9.43
1236.85;-9.12
1235.83;-8.99
1234.80;-9.09
1233.78;-9.32
1232.76;-9.44
1231.74;-9.76
1230.73;-9.7
1229.71;-9.52
1228.70;-9.39
1227.69;-9.04
1226.68;-9.02
1225.67;-9.01
1224.67;-9.05
1223.67;-9.18
1222.67;-9.01
1221.68;-8.76
1220.69;-8.35
1219.70;-8.08
1218.72;-7.98
1217.74;-8.1
1216.76;-8.27
1215.79;-8.15
1214.82;-8.19
1213.86;-8.01
1212.90;-7.97
1211.00;-8.27
1210.06;-8.37
1209.12;-8.32
1208.19;-8.22
1207.27;-8.18
1206.34;-8.41
1205.43;-8.04
1204.52;-8.3
1203.62;-8.14
1202.73;-7.99
1201.84;-7.98
1200.96;-7.86
1200.08;-8.04
1199.21;-8.39
1198.35;-8.11
1197.50;-8.2
1196.66;-7.9
1195.82;-8.15
1194.99;-7.6
1194.17;-7.61
1193.36;-7.81
1192.55;-7.92
1191.76;-8.13
1190.97;-7.92
1190.20;-7.87
1189.43;-7.99
1188.67;-7.94
1187.92;-8.17
1187.18;-8.29
1186.45;-8.6
1185.73;-8.44
1185.02;-8.5
1184.32;-8.42
1183.63;-8.73
1182.96;-8.66
1182.29;-8.79
1181.63;-8.49
1180.98;-8.34
1180.32;-8.16
1179.68;-7.94
1179.04;-8.32
1178.40;-8.15
1177.77;-8.33
1177.14;-8.15
1176.51;-8.05
1175.89;-7.83
1175.28;-7.93
1174.67;-7.95
1174.06;-8.01
1173.45;-8.31
1172.85;-8.29
1172.26;-8.23
1171.66;-8.07
1171.08;-8.07
1170.49;-8.07
1169.91;-8.47
1169.33;-8.28
1168.76;-8.48
1168.19;-9.19
1167.62;-9.14
1167.06;-9.64
1166.50;-9.66
1165.94;-9.27
1165.39;-9.46
1164.84;-9.32
1164.29;-8.79
1163.75;-8.9
1163.21;-9.02
1162.67;-8.57
1162.14;-8.47
1161.61;-8.46
1161.08;-8.34
1160.56;-8.39
1160.04;-8.47
1159.52;-8.54
1159.00;-8.48
1158.49;-8.27
1157.98;-8.24
1157.47;-7.97
1156.97;-8.01
1156.46;-7.81
1155.96;-7.61
1155.47;-7.5
1154.97;-7.5
1154.48;-7.6
1153.99;-7.54
1153.50;-7.72
1153.02;-7.7
1152.54;-7.86
1152.06;-7.9
1151.58;-7.91
1151.10;-8.05
1150.63;-8.08
1150.16;-8.35
1149.69;-8.17
1149.22;-8.17
1148.75;-8.39
1148.29;-8.4
1147.83;-8.31
1147.37;-8.45
1146.91;-8.62
1146.45;-8.48
1146.00;-8.5
1145.54;-8.33
1145.09;-8.34
1144.64;-8.32
1144.19;-8.19
1143.75;-8.29
1143.30;-8.09
1142.86;-8.21
1142.41;-8.14
1141.97;-7.97
1141.53;-8.27
1141.09;-7.9
1140.65;-8.05
1140.22;-8.15
1139.78;-8.07
1139.34;-8.09
1138.91;-8
1138.48;-8.37
1137.61;-8.5
1137.18;-8.24
1136.75;-8.14
1136.32;-8.09
1135.90;-8.08
1135.04;-8.19
1134.62;-8.16
1134.19;-8.17
1133.76;-8.1
1133.34;-8.02
1132.49;-7.94
1132.07;-7.96
1131.64;-7.89
1131.22;-7.81
1130.79;-8.06
1130.37;-7.77
1129.95;-8.11
1129.52;-8.48
1129.10;-8.24
1128.68;-8.04
1128.25;-8.33
1127.83;-8.35
1127.41;-8.17
1126.98;-8.73
1126.56;-8.09
1126.14;-8.04
1125.71;-8.15
1125.29;-7.93
1124.86;-8.57
1124.43;-8.14
1124.01;-8.18
1123.58;-7.73
1123.15;-8.22
1122.72;-8.13
1122.29;-7.9
1121.86;-7.73
1121.43;-7.76
1121.00;-7.86
1120.57;-7.79
1120.14;-8.13
1119.70;-7.89
1119.27;-7.96
1118.83;-8.04
1118.39;-8.14
1117.95;-8.26
1117.51;-8.26
1117.07;-7.72
1116.63;-7.56
1116.19;-7.88
1115.74;-7.75
1115.30;-7.68
1114.85;-7.8
1114.40;-7.94
1113.95;-7.79
1113.49;-7.66
1113.04;-8.05
1112.59;-7.73
1112.13;-8
1111.67;-8.11
1111.21;-8.26
1110.74;-8.44
1110.28;-8.37
1109.81;-8.32
1109.35;-8.53
1108.87;-8.29
1108.40;-8.11
1107.93;-8.13
1107.45;-8.01
1106.97;-7.97
1106.49;-7.92
1106.01;-7.88
1105.52;-7.99
1105.03;-8.14
1104.54;-8.17
1104.05;-7.84
1103.55;-7.94
1103.06;-7.94
1102.56;-7.94
1102.05;-6.84
1101.55;-6.88
1101.04;-6.69
1100.53;-6.14
1100.01;-5.25
1099.50;-4.97
1098.98;-5
1098.45;-5.04
1097.93;-4.64
1097.40;-4.73
1096.87;-4.83
1096.33;-4.71
1095.80;-4.87
1095.26;-4.66
1094.71;-4.56
1094.16;-4.39
1093.61;-4.34
1093.06;-4.22
1092.50;-4.28
1091.94;-4.2
1091.38;-4.25
1090.81;-4.51
1090.24;-4.75
1089.66;-4.83
1089.08;-4.96
1088.50;-4.96
1087.91;-5.1
1087.32;-4.83
1086.73;-4.61
1086.13;-4.66
1085.53;-4.39
1084.92;-4.18
1084.31;-4.34
1083.70;-4.35
1083.08;-4.47
1082.46;-4.42
1081.84;-4.55
1081.21;-4.63
1080.57;-5.04
1079.93;-5.14
1079.29;-5.75
1078.63;-6.1
1077.96;-6.68
1077.28;-7.03
1076.58;-7.55
1075.88;-7.37
1075.16;-7.51
1074.42;-7.57
1073.68;-7.55
1072.93;-7.55
1072.16;-7.58
1071.39;-7.51
1070.60;-7.36
1069.81;-7.25
1069.00;-7.2
1068.19;-7.06
1067.36;-6.94
1066.53;-6.63
1065.69;-6.32
1064.85;-5.91
1063.99;-5.86
1063.13;-5.73
1062.26;-5.58
1061.39;-5.59
1060.51;-6.29
1059.62;-5.74
1058.73;-5.53
1057.83;-5.81
1056.93;-6.14
1056.02;-6.23
1055.11;-6.25
1054.20;-6.34
1053.28;-6.61
1052.36;-6.82
1051.44;-6.51
1050.51;-6.88
1049.59;-6.72
1048.66;-6.75
1047.72;-6.84
1046.79;-6.9
1045.86;-6.87
1044.93;-6.86
1043.99;-6.73
1043.06;-6.7
1042.13;-6.59
1041.20;-6.4
1040.27;-6.26
1037.49;-6.82
1036.57;-7.2
1035.65;-7.4
1034.73;-7.65
1033.82;-7.7
1032.91;-7.89
1032.01;-7.75
1031.11;-7.72
1030.21;-7.68
1029.33;-7.62
1028.44;-7.44
1027.56;-7.54
1026.69;-7.77
1025.83;-7.89
1024.97;-7.84
1024.12;-7.99
1023.28;-7.95
1022.44;-8
1021.62;-8.04
1020.80;-8.28
1019.99;-8.33
1019.19;-8.38
1018.40;-8.43
1017.62;-8.78
1016.85;-8.83
1016.09;-8.82
1015.35;-8.95
1014.61;-8.97
1013.88;-8.99
1013.17;-8.92
1012.47;-8.97
1011.78;-9.01
1011.11;-8.88
1010.45;-8.92
1009.80;-8.97
1009.16;-8.9
1008.54;-8.82
1007.92;-8.87
1007.30;-8.78
1006.68;-8.61
1006.07;-8.56
1005.45;-8.63
1004.84;-8.67
1004.23;-8.61
1003.62;-8.51
1003.01;-8.73
1002.41;-8.6
1001.80;-8.69
1001.20;-8.9
1000.60;-8.95
1000.00;-8.77
999.40;-8.76
998.81;-8.69
998.22;-8.66
997.62;-8.65
997.03;-8.43
996.45;-8.51
995.86;-8.5
995.28;-8.45
994.69;-8.41
994.11;-8.38
993.53;-8.39
992.96;-8.35
992.38;-8.3
991.81;-8.22
991.23;-7.99
990.66;-8.23
990.10;-8.24
989.53;-8.21
988.97;-8.3
988.40;-8.17
987.84;-8.38
987.29;-8.33
986.73;-8.29
986.18;-8.35
985.62;-8.21
985.07;-8.07
984.52;-8.16
983.98;-8.06
983.43;-8.14
982.89;-8.15
982.35;-8.21
981.81;-8.32
981.28;-8.29
980.74;-8.19
980.21;-8.22
979.68;-8.29
979.15;-8.35
978.62;-8.37
978.10;-8.34
977.58;-8.33
977.06;-8.43
976.54;-8.42
976.02;-8.47
975.51;-8.55
975.00;-8.49
974.49;-8.55
973.98;-8.5
973.48;-8.5
972.97;-8.58
972.47;-8.59
971.97;-8.59
971.48;-8.6
970.98;-8.54
970.49;-8.56
970.00;-8.68
969.51;-8.51
969.03;-8.59
968.55;-8.72
968.07;-8.51
967.59;-8.56
967.11;-8.59
966.64;-8.46
966.16;-8.58
965.69;-8.59
965.23;-8.68
964.76;-8.66
964.30;-8.51
963.84;-8.73
963.38;-8.65
962.93;-8.49
962.47;-8.66
962.02;-8.62
961.57;-8.46
961.13;-8.61
960.68;-8.62
960.24;-8.46
959.80;-8.25
959.37;-8.22
958.93;-8.31
958.50;-8.19
958.07;-8.26
957.64;-8.14
957.22;-8.28
956.80;-8.23
956.38;-8.33
955.96;-8.3
955.55;-8.44
955.14;-8.46
954.73;-8.44
954.32;-8.47
953.91;-8.31
953.51;-8.47
953.11;-8.36
952.72;-8.35
952.32;-8.22
951.93;-8.28
951.54;-8.18
951.15;-8.36
950.77;-8.15
950.39;-8.29
950.01;-8.15
949.63;-8.23
949.26;-8.31
948.89;-8.26
948.52;-8.54
948.15;-8.29
947.79;-8.46
947.43;-8.24
947.07;-8.45
946.72;-8.1
946.37;-8.2
946.02;-8.04
945.67;-8.02
945.33;-7.97
944.98;-7.99
944.64;-7.68
944.31;-8.03
943.98;-7.82
943.65;-7.99
943.32;-7.66
942.99;-7.93
942.67;-7.78
942.35;-7.53
942.02;-7.69
941.70;-7.35
941.37;-7.58
941.04;-7.54
940.71;-7.59
940.38;-7.59
940.04;-7.57
939.71;-7.6
939.38;-7.61
939.05;-7.43
938.72;-6.91
938.39;-6.58
938.06;-7.37
937.73;-7.31
937.41;-7.61
937.09;-7.55
936.77;-7.7
936.45;-7.64
936.14;-7.9
935.83;-7.79
935.53;-8.03
935.23;-7.79
934.93;-7.98
934.65;-7.7
934.36;-7.86
934.08;-7.77
932.12;-7.78
931.91;-7.54
931.71;-7.65
931.52;-7.64
931.34;-7.54
931.16;-7.75
930.99;-7.55
930.82;-7.64
930.66;-7.59
930.50;-7.6
930.34;-7.74
930.18;-7.53
930.03;-7.93
929.87;-7.85
929.72;-7.85
929.57;-7.95
929.41;-7.86
929.25;-7.9
929.09;-7.67
928.93;-7.64
928.76;-7.74
928.59;-7.8
928.41;-7.81
928.23;-7.91
928.05;-7.9
927.85;-8.18
927.65;-8.05
927.44;-8.21
927.22;-8.21
926.99;-8.38
926.76;-8.38
926.51;-8.38
926.25;-8.37
925.98;-8.33
925.70;-8.37
925.40;-8.25
925.09;-8.16
924.77;-8.08
924.43;-8.1
924.07;-7.95
923.65;-7.86
922.92;-7.84
921.88;-8.2
920.56;-8.29
917.12;-8.03
915.04;-7.9
912.76;-7.98
910.28;-8.24
907.63;-8.2
904.83;-8.24
901.90;-8.11
898.85;-8.04
895.71;-8
892.49;-7.89
889.21;-7.85
885.90;-7.61
882.57;-7.59
879.25;-7.56
875.94;-7.57
872.68;-7.29
869.48;-7.27
866.35;-7.33
863.33;-7.62
860.42;-7.37
857.66;-7.27
855.05;-7.36
852.61;-7.26
850.38;-7.17
848.36;-6.92
846.57;-7.02
845.04;-7.04
843.78;-7.08
842.81;-7.46
842.04;-7.46
841.28;-7.57
840.54;-7.74
839.82;-8.03
839.11;-8.24
838.43;-8.37
837.75;-8.52
837.10;-8.61
836.46;-8.76
835.83;-8.79
835.22;-8.95
834.62;-9.01
834.04;-9.05
833.47;-9.09
832.91;-9.22
832.37;-9.13
831.84;-9.12
831.33;-9.26
830.82;-9.13
830.33;-9.35
829.85;-9.55
829.38;-9.48
828.92;-9.05
828.48;-9.32
828.04;-9.19
827.61;-9.43
827.19;-9.5
826.79;-9.26
826.39;-9.25
826.00;-9.26
825.62;-9.37
825.24;-9.03
824.88;-9.18
824.52;-9
824.17;-9.13
823.82;-9
823.48;-9.11
823.15;-9.03
822.83;-9.3
822.50;-9.11
822.19;-9.54
821.88;-9.22
821.57;-9.21
821.27;-9.24
820.97;-8.99
820.68;-9.17
820.39;-8.6
820.10;-8.61
819.82;-8.73
819.53;-8.78
819.25;-8.74
818.97;-8.65
818.69;-8.53
818.42;-8.42
818.14;-8.34
817.86;-8.34
817.59;-8.4
817.31;-8.1
817.04;-8.27
816.77;-8.32
816.50;-8.33
816.23;-8.48
815.96;-8.46
815.69;-8.8
815.42;-8.56
815.16;-8.52
814.89;-8.08
814.63;-8.13
814.37;-8.07
814.11;-8.02
813.85;-8.17
813.59;-8.34
813.33;-8.46
813.08;-8.43
812.82;-8.89
812.57;-8.84
812.32;-8.98
812.07;-8.64
811.82;-8.67
811.58;-8.55
811.33;-8.82
811.09;-8.45
810.85;-9.02
810.61;-8.53
810.37;-8.77
810.13;-8.85
809.90;-8.56
809.67;-8.47
809.44;-8.39
809.21;-8.36
808.98;-8.08
808.76;-8.08
808.54;-8.19
808.32;-8.07
808.10;-8.13
807.88;-8.23
807.67;-8.33
807.46;-8.26
807.25;-8.5
807.04;-8.21
806.84;-8.39
806.63;-8.2
806.43;-8.36
806.24;-8.11
806.04;-8.34
805.85;-8.13
805.66;-8.33
805.47;-8.37
805.29;-8.22
805.10;-8.27
804.92;-8.12
804.74;-8.24
804.57;-7.96
804.39;-8.09
804.21;-8.07
804.03;-8.06
803.86;-8.09
803.68;-8.03
803.50;-8.11
803.33;-8.05
803.15;-8.28
802.97;-8.19
802.80;-8.2
802.62;-8.19
802.44;-8.06
802.27;-8.08
802.09;-8.23
801.91;-8.02
801.73;-8.08
801.56;-7.94
801.38;-8.13
801.20;-8.16
801.02;-8.19
800.84;-8.18
800.66;-8.03
800.48;-8.06
800.29;-8
800.11;-8.04
799.93;-8.03
799.74;-8.14
799.56;-8.04
799.37;-7.98
799.18;-8.19
798.99;-8.26
798.80;-8.34
798.61;-8.54
798.42;-8.58
798.23;-8.55
798.03;-8.39
797.84;-8.32
797.64;-8.18
797.44;-8.34
797.24;-8.24
797.04;-8.14
796.84;-8.38
796.63;-8.23
796.43;-8.07
796.22;-8.06
796.01;-8
795.80;-8.3
795.59;-8.06
795.37;-8.29
795.15;-8.13
794.93;-7.96
794.71;-8.25
794.49;-8.2
794.26;-8.06
794.04;-8.33
793.81;-8.38
793.58;-8.39
793.34;-8.38
793.10;-8
792.87;-8.6
792.62;-8.62
792.38;-8.74
792.13;-8.82
791.88;-8.97
791.63;-8.9
791.38;-8.92
791.12;-8.81
790.86;-8.59
790.60;-8.72
790.33;-8.65
790.06;-8.58
789.77;-8.68
789.47;-8.59
789.15;-8.51
788.83;-8.35
788.49;-8.22
788.14;-8.37
787.78;-8.34
787.41;-8.36
787.03;-8.37
786.64;-8.41
786.23;-8.49
785.82;-8.41
785.39;-8.38
784.96;-8.32
784.52;-8.36
784.06;-8.3
783.60;-8.42
783.13;-8.31
782.65;-8.22
782.15;-8.28
781.66;-8.23
781.15;-8.22
780.63;-8.11
780.11;-8.15
779.57;-8.23
779.03;-8.28
778.49;-8.34
777.93;-8.31
777.37;-8.37
776.80;-8.24
776.22;-8.38
775.64;-8.34
775.05;-8.41
774.46;-8.23
773.86;-8.33
773.25;-8.23
772.64;-8.38
772.02;-8.49
771.39;-8.73
770.76;-8.86
770.13;-8.53
769.49;-8.56
768.85;-8.4
768.20;-8.6
767.55;-8.66
766.90;-9
766.24;-8.92
765.57;-8.84
764.91;-8.76
764.24;-8.59
763.56;-8.42
762.89;-8.51
762.21;-8.62
761.53;-8.85
760.85;-8.92
760.16;-8.97
759.48;-8.9
758.79;-8.67
758.10;-8.49
757.41;-8.38
756.72;-8.44
756.02;-8.51
755.33;-8.55
754.63;-8.53
753.94;-8.64
753.24;-8.6
752.55;-8.74
751.85;-8.4
751.16;-8.26
750.47;-8.21
749.77;-8.24
749.08;-8.55
748.39;-8.72
747.70;-8.96
747.01;-8.85
746.33;-8.77
745.64;-8.8
744.96;-8.87
744.28;-8.64
743.60;-8.53
742.93;-8.59
742.25;-8.63
741.59;-8.51
740.92;-8.53
740.26;-8.44
739.60;-8.12
738.94;-7.83
738.29;-7.97
737.65;-8.19
737.00;-8
736.37;-8.26
735.73;-8.42
735.11;-8.44
734.48;-8.44
733.87;-8.36
733.25;-8.56
732.65;-8.46
732.05;-8.34
731.45;-8.4
730.86;-8.65
730.28;-8.61
729.71;-8.63
729.14;-8.54
728.58;-8.49
728.03;-8.35
727.48;-8.6
726.94;-8.39
726.41;-8.55
725.89;-8.55
725.37;-8.7
724.87;-8.71
724.37;-8.64
723.88;-8.7
723.40;-8.63
722.93;-8.61
722.47;-8.4
722.02;-8.63
721.57;-8.49
721.14;-8.42
720.72;-8.34
720.31;-8.32
719.90;-8
719.51;-8.25
719.13;-8.18
718.76;-8.21
718.41;-8.17
718.06;-8.27
717.72;-8.05
717.39;-7.72
717.07;-7.43
716.75;-7.13
716.44;-7.05
716.13;-7.07
715.83;-7.15
715.53;-7.13
715.24;-7.58
714.95;-7.75
714.67;-7.96
714.39;-8.12
714.11;-8.46
713.84;-8.4
713.57;-8.75
713.30;-8.74
713.04;-8.77
712.78;-8.84
712.52;-8.93
712.26;-9.17
712.01;-9.05
711.75;-8.97
711.50;-9.22
711.25;-9.03
711.00;-8.95
710.75;-9.02
710.50;-8.69
710.25;-8.74
710.00;-8.45
709.75;-8.41
709.50;-8.33
709.25;-8.61
709.00;-8.63
708.75;-8.71
708.49;-8.77
708.23;-8.64
707.98;-8.8
707.71;-8.69
707.45;-8.75
707.19;-8.81
706.92;-8.7
706.64;-8.75
706.37;-8.6
706.09;-8.72
705.81;-8.72
705.52;-8.48
705.23;-8.57
704.93;-8.77
704.63;-8.84
704.32;-8.88
704.01;-9.1
703.69;-9.27
703.37;-9.3
703.03;-9.44
702.68;-9.41
702.32;-9.68
701.96;-9.52
701.58;-9.45
701.20;-9.4
700.80;-9.08
700.40;-9.29
699.99;-9.29
699.58;-9.51
699.15;-9.47
698.72;-9.22
698.28;-9.37
697.84;-9.1
697.39;-8.63
696.93;-8.94
696.47;-8.71
696.00;-8.84
695.53;-8.63
695.05;-8.72
694.57;-8.64
694.08;-8.67
693.59;-8.48
693.10;-8.44
692.60;-8.58
692.11;-8.57
691.60;-8.59
691.10;-8.41
690.59;-8.69
690.09;-8.67
689.58;-8.82
689.07;-8.8
688.56;-8.65
688.05;-8.86
687.54;-8.83
687.03;-8.72
686.52;-8.88
686.01;-8.62
685.50;-8.92
685.00;-8.74
684.49;-8.74
683.99;-8.87
683.49;-8.93
682.99;-8.8
682.49;-8.85
682.00;-8.68
681.51;-8.58
681.03;-8.75
680.55;-8.55
680.07;-8.68
679.60;-8.64
679.14;-8.56
678.68;-8.71
678.22;-8.78
677.77;-8.75
677.33;-8.84
676.89;-8.65
676.46;-8.85
676.04;-8.76
675.62;-8.7
675.20;-8.89
674.78;-8.82
674.36;-8.9
673.95;-8.92
673.53;-8.91
673.11;-9.02
672.70;-8.95
672.28;-9.14
671.87;-9.07
671.46;-9.01
671.04;-9.2
670.63;-9.19
670.22;-9.23
669.81;-9.11
669.40;-9.06
668.99;-9.38
668.58;-9.43
668.17;-9.53
667.76;-9.65
667.36;-9.78
666.95;-9.66
666.54;-9.71
666.14;-9.71
665.73;-9.59
665.33;-9.45
664.92;-9.35
664.52;-9.56
664.12;-9.4
663.71;-9.35
663.31;-9.34
662.91;-9.24
662.51;-9.07
662.11;-8.97
661.71;-9.03
661.31;-8.71
660.91;-8.82
660.51;-8.68
660.11;-8.8
659.71;-8.71
659.32;-8.61
658.92;-8.63
658.52;-8.78
658.13;-8.74
657.73;-8.44
657.34;-8.46
656.94;-8.54
656.55;-8.99
656.15;-8.61
655.76;-8.47
655.37;-8.46
654.97;-8.61
654.58;-8.21
654.19;-8.13
653.80;-8.19
653.41;-8.23
653.02;-8.18
652.63;-8.21
652.24;-8.37
651.85;-8.34
651.46;-8.35
651.07;-8.47
650.68;-8.59
650.29;-8.6
649.90;-8.74
649.52;-8.77
649.13;-8.81
648.74;-8.97
648.36;-8.97
647.97;-8.72
647.58;-8.88
647.20;-9.21
646.81;-9.25
646.43;-9.19
646.04;-9.36
645.66;-9.46
645.27;-9.64
644.89;-9.71
644.51;-9.66
644.12;-9.74
643.74;-9.77
643.36;-9.97
642.97;-10.13
642.59;-10.01
642.21;-9.88
641.83;-9.49
641.45;-9.62
641.06;-9.3
640.68;-9.37
640.30;-9.31
639.92;-9.36
639.54;-9.43
639.16;-9.54
638.78;-9.56
638.40;-9.61
638.02;-9.35
637.64;-9.57
637.26;-9.74
636.88;-9.69
636.50;-9.79
636.12;-9.88
635.74;-10.14
635.37;-9.98
634.99;-10.03
634.61;-9.97
634.23;-9.98
633.85;-10.11
633.47;-9.7
633.09;-9.96
632.72;-9.8
632.34;-9.6
631.96;-9.69
631.58;-9.56
631.21;-9.61
630.83;-9.1
630.45;-9.43
630.07;-9.48
629.70;-9.41
629.32;-9.49
628.94;-9.49
628.56;-9.15
628.19;-9.09
627.81;-9.07
627.43;-9.13
627.06;-9.02
626.68;-9.23
626.30;-9.35
625.93;-9.31
625.55;-9.34
625.17;-9.44
624.79;-9.62
624.42;-9.61
624.04;-9.56
623.66;-9.52
623.29;-9.53
622.91;-9.45
622.53;-9
622.16;-8.92
621.78;-8.71
621.40;-8.63
621.02;-8.41
620.65;-8.49
620.27;-8.45
619.89;-8.26
619.51;-8.26
619.14;-8.24
618.76;-8.22
618.38;-8.12
618.00;-8.01
617.63;-7.88
617.25;-7.71
616.87;-7.66
616.49;-7.49
616.11;-7.47
615.73;-7.36
615.36;-7.39
614.98;-7.13
614.60;-7.03
614.22;-7.21
613.84;-7.22
613.46;-7.32
613.08;-7.63
612.70;-7.75
612.32;-7.68
611.94;-7.97
611.56;-7.91
611.18;-8.23
610.80;-8.28
610.42;-8.15
610.04;-8.42
609.66;-8.42
609.28;-8.41
608.89;-8.57
608.51;-8.34
608.13;-8.46
607.75;-8.54
607.36;-8.83
606.98;-8.9
606.60;-9.14
606.22;-9.26
605.83;-9.27
605.45;-9.41
605.06;-9.33
604.68;-9.17
604.30;-9.28
603.91;-9.26
603.53;-9.33
603.14;-9.46
602.75;-9.44
602.37;-9.4
601.98;-9.42
601.59;-9.41
601.21;-9.36
600.82;-9.42
600.43;-9.44
600.04;-9.37
599.66;-9.2
599.27;-8.96
598.88;-8.94
598.49;-8.93
598.10;-8.8
597.71;-8.81
597.32;-8.73
596.93;-8.73
596.54;-8.74
596.14;-8.74
595.75;-8.77
595.36;-8.66
594.97;-8.67
594.57;-8.69
594.18;-8.69
593.78;-8.9
593.39;-8.88
593.00;-8.83
592.60;-8.71
592.20;-8.53
591.81;-8.66
591.41;-8.51
591.01;-8.07
590.62;-7.96
590.22;-7.9
589.82;-7.95
589.42;-7.81
589.02;-8.14
588.62;-8.37
588.22;-8.64
587.82;-8.6
587.42;-8.92
587.02;-9.16
586.62;-9.06
586.23;-8.52
585.84;-8.45
585.45;-8.54
585.06;-8.24
584.67;-8.4
584.28;-8.52
583.90;-8.57
583.52;-8.78
583.14;-8.89
582.76;-9.27
582.38;-9.34
582.00;-9.71
581.63;-10.04
581.25;-10.02
580.88;-10.21
580.51;-10.25
580.14;-10.06
579.77;-10.32
579.41;-9.99
579.04;-10.24
578.68;-9.97
578.31;-9.95
577.95;-10.27
577.59;-10.29
577.23;-10.33
576.87;-9.95
576.51;-9.93
576.15;-10.35
575.80;-10.41
575.44;-10.21
575.09;-10.49
574.73;-10.61
574.38;-10.48
574.02;-10.44
573.67;-10.41
573.32;-10.34
572.97;-10.23
572.62;-10.05
572.27;-10.05
571.92;-10.03
571.57;-10
571.22;-9.92
570.87;-9.91
570.52;-9.99
570.18;-10
569.83;-9.8
569.48;-9.76
569.13;-9.86
568.79;-9.8
568.44;-9.64
568.09;-9.86
567.75;-9.42
567.40;-9.53
567.05;-9.9
566.71;-9.68
566.36;-10.11
566.01;-10.39
565.66;-9.9
565.32;-9.93
564.97;-9.99
564.62;-9.96
564.27;-10.17
563.92;-10.23
563.57;-10.38
563.22;-10.44
562.87;-10.55
562.52;-10.08
562.17;-9.71
561.82;-9.71
561.47;-9.61
561.11;-9.51
560.76;-9.69
560.41;-9.65
560.05;-9.43
559.69;-9.6
559.34;-9.57
558.98;-9.52
558.62;-9.67
558.26;-9.49
557.90;-9.3
557.54;-9.46
557.18;-9.38
556.81;-9.3
556.45;-9.47
556.08;-9.53
555.71;-9.38
555.35;-9.57
554.98;-9.46
554.60;-9.45
554.23;-9.84
553.86;-9.9
553.48;-9.56
553.11;-9.31
552.73;-9.37
552.35;-10.6
551.97;-9.87
551.58;-10.05
551.20;-10.16
550.81;-9.84
550.43;-9.9
550.04;-10.21
549.64;-10.57
549.25;-10.85
548.86;-11.17
548.46;-11.86
548.06;-11.82
547.66;-11.88
547.26;-11.81
546.85;-11.92
546.45;-11.77
546.04;-11.55
545.63;-11.34
545.21;-10.8
544.80;-10.72
544.38;-10.48
543.96;-10.13
543.54;-9.86
543.11;-9.98
542.69;-9.71
542.26;-9.67
541.82;-9.34
541.39;-9.16
540.95;-9.12
540.51;-9.07
540.07;-8.93
539.63;-9.04
539.18;-9.04
538.73;-8.97
538.28;-9.17
537.82;-9.07
537.36;-9.16
536.90;-9.3
536.44;-9.23
535.97;-9.39
535.50;-9.56
535.02;-9.48
534.55;-9.56
534.07;-9.51
533.59;-9.47
533.10;-9.51
532.61;-9.68
532.12;-9.71
531.63;-9.68
531.13;-9.59
530.62;-9.64
530.12;-9.47
529.61;-9.46
529.10;-9.36
528.58;-9.36
528.06;-9.2
527.54;-9.14
527.02;-9.06
526.49;-8.98
525.95;-8.95
525.42;-8.83
524.87;-8.77
524.33;-8.66
523.78;-8.71
523.23;-8.7
522.67;-8.61
522.11;-8.65
521.55;-8.5
520.98;-8.37
520.41;-8.27
519.83;-8.14
519.25;-7.95
518.67;-7.7
518.08;-7.45
517.49;-7.16
516.89;-7.01
516.29;-7.57
515.68;-7.97
515.07;-8.13
514.46;-8.39
513.84;-8.28
513.22;-8.32
